"index_name","index_date","open_index_value","high_index_value","low_index_value","closing_index_value","points_change","change_percent","volume","turnover_rs_cr","pe_ratio","pb_ratio","div_yield"
"Nifty100 Equal Weight","16-12-2019","13272.75","13277.95","13155.70","13164.15","-81.65","-0.62","773530469","21280.81","212.16","2.63","1.62"
"Nifty100 Liquid 15","16-12-2019","3798.10","3800.15","3751.60","3756.95","-26.25","-0.69","342990758","7113.54","21.34","1.99","1.57"
"Nifty CPSE","16-12-2019","1897.90","1898.45","1871.70","1874.60","-19.05","-1.01","37237949","371.57","8.50","1.25","5.50"
"Nifty50 Value 20","16-12-2019","5426.25","5429.75","5397.50","5402.75","-3.45","-0.06","265928223","5911.83","16.57","2.73","2.64"
"Nifty Midcap Liquid 15","16-12-2019","3988.05","3991.65","3945.75","3950.75","-24.05","-0.61","36817389","1148.86","19.49","2.36","1.48"
"Nifty Shariah 25","16-12-2019","NaN","NaN","NaN","4264.45","-31.94","-0.74","53893387","2852.34","25.34","3.99","1.59"
"India VIX","16-12-2019","13.30","14.11","12.50","13.42","0.12","0.86","NaN","NaN","NaN","NaN","NaN"
"Nifty Growth Sectors 15","16-12-2019","6403.40","6408.80","6353.00","6357.45","-27.45","-0.43","53983559","5063.02","31.27","6.45","0.84"
"Nifty50 TR 1x Inverse","16-12-2019","337.80","340.15","337.75","339.95","1.05","0.31","NaN","NaN","NaN","NaN","NaN"
"Nifty50 TR 2x Leverage","16-12-2019","6845.15","6847.05","6749.95","6758.15","-39.50","-0.58","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 1x Inverse","16-12-2019","385.10","387.80","385.05","387.55","1.20","0.31","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 2x Leverage","16-12-2019","5265.85","5267.35","5192.60","5198.95","-30.40","-0.58","NaN","NaN","NaN","NaN","NaN"
"NIFTY100 Quality 30","16-12-2019","2692.50","2696.60","2670.90","2673.20","-12.20","-0.45","112743646","8039.77","26.47","6.76","1.75"
"Nifty 50 Futures TR Index","16-12-2019","NaN","NaN","NaN","12182.74","-54.70","-0.45","NaN","NaN","NaN","NaN","NaN"
"Nifty 50 Arbitrage","16-12-2019","NaN","NaN","NaN","1876.38","2.96","0.16","NaN","NaN","NaN","NaN","NaN"
"NIFTY50 Equal Weight","16-12-2019","12284.15","12289.90","12162.35","12173.25","-69.40","-0.57","437703921","16110.34","22.49","2.51","1.89"
"Nifty100 Low Volatility 30","16-12-2019","8829.30","8847.15","8768.80","8774.65","-36.15","-0.41","82339860","8497.46","23.06","4.49","1.58"
"NIFTY Alpha Low-Volatility 30","16-12-2019","NaN","NaN","NaN","11969.61","-21.99","-0.18","96334612","9008.93","29.78","5.18","1.14"
"NIFTY Quality Low-Volatility 30","16-12-2019","NaN","NaN","NaN","8351.14","-42.60","-0.51","60386316","6354.18","26.84","6.70","1.62"
"NIFTY Alpha Quality Low-Volatility 30","16-12-2019","NaN","NaN","NaN","9518.10","-39.35","-0.41","69387589","7061.23","26.55","6.47","1.58"
"NIFTY Alpha Quality Value Low-Volatility 30","16-12-2019","NaN","NaN","NaN","7176.20","-25.14","-0.35","84576651","6484.19","20.32","4.15","2.13"
"NIFTY200 Quality 30","16-12-2019","9732.40","9754.95","9657.00","9665.15","-44.80","-0.46","102878894","6507.34","25.08","6.74","2.00"
"NIFTY LargeMidcap 250","16-12-2019","NaN","NaN","NaN","5964.46","-22.11","-0.37","1025969711","25805.17","29.11","3.19","1.14"
"NIFTY SME EMERGE","16-12-2019","NaN","NaN","NaN","1328.67","-4.67","-0.35","NaN","NaN","12.91","1.26","0.36"
"NIFTY100 ESG","16-12-2019","NaN","NaN","NaN","2237.14","-4.66","-0.21","672735363","19060.01","31.65","3.89","1.06"
"NIFTY100 Enhanced ESG","16-12-2019","NaN","NaN","NaN","2257.42","-4.84","-0.21","649071004","17892.78","31.13","3.92","1.09"
"NIFTY500 Value 50","16-12-2019","NaN","NaN","NaN","3592.81","-28.98","-0.80","230991884","3896.72","12.50","0.84","4.58"
"Nifty 50 Futures Index","16-12-2019","NaN","NaN","NaN","4073.39","-20.16","-0.49","NaN","NaN","NaN","NaN","NaN"
"Nifty Aditya Birla Group","16-12-2019","NaN","NaN","NaN","2980.06","-34.20","-1.13","167395961","651.60","NaN","1.48","0.35"
"NIFTY100 Alpha 30","16-12-2019","NaN","NaN","NaN","7342.87","-10.86","-0.15","75054337","8560.29","33.86","6.19","0.82"
"Nifty MidSmallcap 400","16-12-2019","5708.40","5712.15","5666.75","5673.30","-18.30","-0.32","466956990","6285.92","32.55","2.34","1.13"
"Nifty Smallcap 50","16-12-2019","2737.70","2739.80","2725.75","2728.80","-0.55","-0.02","91104718","720.95","23.30","1.72","1.07"
"Nifty Smallcap 250","16-12-2019","4722.65","4725.25","4700.00","4704.15","-3.10","-0.07","214517748","1761.56","54.65","1.72","1.28"
"Nifty Private Bank","16-12-2019","17746.60","17762.25","17609.10","17646.15","-22.00","-0.12","230586694","4290.60","40.30","3.89","0.38"
"Nifty Tata Group 25% Cap","16-12-2019","NaN","NaN","NaN","4796.96","-6.88","-0.14","60337938","2453.29","20.68","2.60","1.06"
"Nifty Tata Group","16-12-2019","NaN","NaN","NaN","6842.25","103.56","1.54","66184108","2577.17","23.70","5.06","1.16"
"Nifty Mahindra Group","16-12-2019","NaN","NaN","NaN","9704.39","-45.36","-0.47","10732944","652.86","15.36","2.58","1.71"
"Nifty Midcap 150","16-12-2019","6260.60","6267.40","6207.75","6215.80","-27.20","-0.44","252439242","4524.36","27.56","2.80","1.06"
"Nifty 8-13 yr G-Sec","16-12-2019","1990.44","1992.13","1989.01","1989.01","-1.06","-0.05","NaN","NaN","NaN","NaN","NaN"
"Nifty 4-8 yr G-Sec Index","16-12-2019","2122.56","2123.98","2121.53","2121.53","-0.62","-0.03","NaN","NaN","NaN","NaN","NaN"
"Nifty 11-15 yr G-Sec Index","16-12-2019","2105.58","2107.72","2104.61","2104.64","-0.53","-0.03","NaN","NaN","NaN","NaN","NaN"
"Nifty 15 yr and above G-Sec Index","16-12-2019","2272.38","2276.29","2272.38","2276.15","4.22","0.19","NaN","NaN","NaN","NaN","NaN"
"Nifty Composite G-sec Index","16-12-2019","2026.86","2028.76","2025.72","2025.72","-0.76","-0.04","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec","16-12-2019","1832.52","1835.86","1830.86","1830.86","-1.33","-0.07","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec (Clean Price)","16-12-2019","928.13","929.84","927.28","927.28","-0.86","-0.09","NaN","NaN","NaN","NaN","NaN"
"Nifty 1D Rate Index","16-12-2019","NaN","NaN","NaN","1857.24","0.74","0.04","NaN","NaN","NaN","NaN","NaN"
"Nifty50 USD","16-12-2019","NaN","NaN","NaN","5881.90","-31.32","-0.53","NaN","NaN","NaN","NaN","NaN"
"Nifty 50","13-12-2019","12026.40","12098.85","12023.60","12086.70","114.90","0.96","597712516","20626.80","28.17","3.73","1.24"
"Nifty Next 50","13-12-2019","27906.20","28102.00","27893.30","28076.70","282.90","1.02","521367672","6722.76","35.56","3.75","1.19"
"Nifty 100","13-12-2019","12120.15","12194.60","12118.25","12182.70","116.85","0.97","1131609701","27441.01","28.99","3.73","1.23"
"Nifty 200","13-12-2019","6176.95","6215.00","6176.05","6209.55","59.50","0.97","1464404145","32982.90","28.48","3.54","1.23"
"Nifty 500","13-12-2019","9732.35","9791.05","9731.15","9783.60","92.45","0.95","1718730748","35293.21","29.68","3.37","1.21"
"Nifty Midcap 50","13-12-2019","4609.75","4645.70","4608.15","4641.70","45.20","0.98","292441601","4780.63","22.09","2.00","1.48"
"NIFTY Midcap 100","13-12-2019","16826.40","16947.05","16822.15","16932.40","160.90","0.96","332794444","5541.89","24.72","2.47","1.20"
"NIFTY Smallcap 100","13-12-2019","5623.10","5655.55","5621.85","5652.20","47.35","0.84","156131653","1434.12","63.18","1.95","1.23"
"Nifty50 Dividend Points","13-12-2019","NaN","NaN","NaN","117.82","0.00","NaN","NaN","NaN","NaN","NaN","NaN"
"Nifty Auto","13-12-2019","7989.55","8090.75","7986.65","8069.70","128.00","1.61","154790506","4263.15","23.69","3.57","1.37"
"Nifty Bank","13-12-2019","31775.55","32105.05","31770.50","32014.25","348.80","1.10","390513196","7416.72","40.18","3.44","0.31"
"Nifty Energy","13-12-2019","16028.55","16093.90","15965.35","16068.05","118.10","0.74","59438406","1845.71","13.32","1.76","2.90"
"Nifty Financial Services","13-12-2019","14344.50","14460.65","14334.30","14410.45","117.55","0.82","177235540","8832.09","35.38","4.49","0.49"
"Nifty FMCG","13-12-2019","30380.00","30489.25","30245.85","30426.25","198.30","0.66","20934519","1359.55","37.75","10.52","1.34"
"Nifty IT","13-12-2019","14987.90","15221.45","14965.15","15200.55","227.90","1.52","30121794","2685.50","20.48","5.05","2.02"
"Nifty Media","13-12-2019","1760.90","1775.05","1758.60","1765.70","7.60","0.43","57855107","515.34","51.92","2.18","1.17"
"Nifty Metal","13-12-2019","2620.30","2645.30","2607.55","2626.75","57.95","2.26","184004809","2926.34","9.32","1.10","4.63"
"Nifty MNC","13-12-2019","13670.30","13766.80","13652.70","13744.25","151.40","1.11","319732757","2586.34","52.30","4.01","1.85"
"Nifty Pharma","13-12-2019","8050.60","8066.00","7947.80","8045.05","-0.30","0.00","18163252","1283.62","25.16","3.14","0.65"
"Nifty PSU Bank","13-12-2019","2490.15","2576.95","2488.95","2570.70","99.50","4.03","152305669","2322.75","NaN","0.76","0.04"
"Nifty Realty","13-12-2019","284.15","288.55","284.15","287.65","4.75","1.68","18088782","407.24","29.17","2.71","0.47"
"Nifty India Consumption","13-12-2019","4918.25","4921.05","4898.55","4911.75","13.85","0.28","75814820","4967.56","54.74","5.72","1.14"
"Nifty Commodities","13-12-2019","3375.20","3389.95","3365.00","3385.30","41.35","1.24","239722462","5328.82","13.52","1.57","3.04"
"Nifty Dividend Opportunities 50","13-12-2019","2500.45","2518.95","2500.05","2515.20","25.00","1.00","238192984","7470.94","15.03","2.32","3.77"
"Nifty Infrastructure","13-12-2019","3257.25","3271.10","3249.05","3267.15","26.90","0.83","140261532","5436.97","24.47","2.41","1.84"
"Nifty PSE","13-12-2019","3152.30","3177.40","3150.95","3171.95","33.15","1.06","143285916","1666.24","9.54","1.34","4.65"
"Nifty Services Sector","13-12-2019","17052.20","17200.15","17049.10","17172.65","170.35","1.00","474839275","14464.93","31.94","4.07","1.06"
"Nifty50 Shariah","13-12-2019","NaN","NaN","NaN","2446.09","20.77","0.86","66268971","4815.19","23.93","4.41","2.10"
"Nifty500 Shariah","13-12-2019","NaN","NaN","NaN","2930.48","23.79","0.82","228544051","8549.96","25.31","4.29","1.65"
"Nifty Low Volatility 50","13-12-2019","NaN","NaN","NaN","10510.29","75.91","0.73","96017258","9104.75","22.71","3.65","1.48"
"Nifty Alpha 50","13-12-2019","12707.60","12765.10","12706.05","12753.30","82.15","0.65","120261256","9535.68","29.89","3.75","0.60"
"Nifty High Beta 50","13-12-2019","NaN","NaN","NaN","1372.91","24.06","1.78","1072676903","13247.71","83.62","1.07","1.42"
"Nifty100 Equal Weight","13-12-2019","13178.40","13256.10","13175.55","13245.80","134.20","1.02","1131609701","27441.01","33.99","2.65","1.61"
"Nifty100 Liquid 15","13-12-2019","3722.80","3790.10","3722.00","3783.20","92.05","2.49","505787936","11053.25","21.30","2.01","1.56"
"Nifty CPSE","13-12-2019","1884.45","1895.75","1880.85","1893.65","19.65","1.05","47181747","499.01","8.54","1.26","5.44"
"Nifty50 Value 20","13-12-2019","5371.80","5410.95","5368.15","5406.20","62.60","1.17","332206787","7199.73","16.58","2.73","2.64"
"Nifty Midcap Liquid 15","13-12-2019","3955.00","3981.10","3945.45","3974.80","31.55","0.80","49949078","1532.05","18.85","2.38","1.48"
"Nifty Shariah 25","13-12-2019","NaN","NaN","NaN","4296.39","12.90","0.30","68440602","3379.74","25.56","4.02","1.58"
"India VIX","13-12-2019","13.35","14.67","12.19","13.30","-0.05","-0.36","NaN","NaN","NaN","NaN","NaN"
"Nifty Growth Sectors 15","13-12-2019","6370.00","6393.25","6351.90","6384.90","34.75","0.55","59047896","5606.27","31.44","6.45","0.84"
"Nifty50 TR 1x Inverse","13-12-2019","340.60","340.65","338.55","338.90","-3.25","-0.95","NaN","NaN","NaN","NaN","NaN"
"Nifty50 TR 2x Leverage","13-12-2019","6730.45","6810.45","6730.15","6797.65","127.15","1.91","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 1x Inverse","13-12-2019","388.30","388.35","386.00","386.35","-3.70","-0.95","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 2x Leverage","13-12-2019","5177.65","5239.15","5177.40","5229.35","97.85","1.91","NaN","NaN","NaN","NaN","NaN"
"NIFTY100 Quality 30","13-12-2019","2671.10","2687.75","2670.50","2685.40","23.70","0.89","136643087","9253.61","26.25","6.79","1.74"
"Nifty 50 Futures TR Index","13-12-2019","NaN","NaN","NaN","12237.44","116.41","0.96","NaN","NaN","NaN","NaN","NaN"
"Nifty 50 Arbitrage","13-12-2019","NaN","NaN","NaN","1873.41","0.26","0.01","NaN","NaN","NaN","NaN","NaN"
"NIFTY50 Equal Weight","13-12-2019","12205.75","12252.45","12180.60","12242.65","110.50","0.91","597712516","20626.80","22.61","2.52","1.88"
"Nifty100 Low Volatility 30","13-12-2019","8776.05","8818.55","8763.70","8810.80","73.50","0.84","87206902","8855.06","23.05","4.51","1.57"
"NIFTY Alpha Low-Volatility 30","13-12-2019","NaN","NaN","NaN","11991.60","92.88","0.78","109128764","9649.20","29.88","5.19","1.14"
"NIFTY Quality Low-Volatility 30","13-12-2019","NaN","NaN","NaN","8393.74","66.41","0.80","66131871","6985.48","26.91","6.74","1.61"
"NIFTY Alpha Quality Low-Volatility 30","13-12-2019","NaN","NaN","NaN","9557.45","66.65","0.70","72247514","7346.48","26.85","6.50","1.58"
"NIFTY Alpha Quality Value Low-Volatility 30","13-12-2019","NaN","NaN","NaN","7201.33","51.49","0.72","88122440","6829.26","20.51","4.16","2.12"
"NIFTY200 Quality 30","13-12-2019","9671.60","9715.40","9662.90","9709.95","74.60","0.77","126581159","7564.52","24.95","6.77","2.00"
"NIFTY LargeMidcap 250","13-12-2019","NaN","NaN","NaN","5986.57","55.97","0.94","1480502966","33343.38","28.34","3.20","1.14"
"NIFTY SME EMERGE","13-12-2019","NaN","NaN","NaN","1333.34","8.40","0.63","NaN","NaN","12.96","1.27","0.36"
"NIFTY100 ESG","13-12-2019","NaN","NaN","NaN","2241.81","21.53","0.97","997846851","24470.46","30.47","3.90","1.06"
"NIFTY100 Enhanced ESG","13-12-2019","NaN","NaN","NaN","2262.26","22.58","1.01","972744392","23196.65","29.94","3.93","1.09"
"NIFTY500 Value 50","13-12-2019","NaN","NaN","NaN","3621.79","56.95","1.60","409714587","7106.14","12.80","0.85","4.54"
"Nifty 50 Futures Index","13-12-2019","NaN","NaN","NaN","4093.55","38.33","0.95","NaN","NaN","NaN","NaN","NaN"
"Nifty Aditya Birla Group","13-12-2019","NaN","NaN","NaN","3014.26","60.12","2.04","283533334","843.06","NaN","1.49","0.35"
"NIFTY100 Alpha 30","13-12-2019","NaN","NaN","NaN","7353.72","40.06","0.55","94938532","9906.80","34.77","6.20","0.82"
"Nifty MidSmallcap 400","13-12-2019","5659.15","5694.95","5658.55","5691.60","50.20","0.89","587121047","7852.20","33.20","2.35","1.12"
"Nifty Smallcap 50","13-12-2019","2714.10","2731.45","2713.35","2729.35","25.15","0.93","93870418","889.38","23.01","1.72","1.07"
"Nifty Smallcap 250","13-12-2019","4684.30","4709.75","4683.75","4707.25","39.05","0.84","238227782","1949.83","62.27","1.72","1.28"
"Nifty Private Bank","13-12-2019","17545.50","17721.30","17542.70","17668.15","170.25","0.97","285888310","5539.42","40.84","3.90","0.37"
"Nifty Tata Group 25% Cap","13-12-2019","NaN","NaN","NaN","4803.84","59.20","1.25","145390517","4428.69","20.70","2.61","1.06"
"Nifty Tata Group","13-12-2019","NaN","NaN","NaN","6738.69","129.82","1.96","161023285","4727.52","23.35","4.99","1.18"
"Nifty Mahindra Group","13-12-2019","NaN","NaN","NaN","9749.75","58.31","0.60","8189521","432.29","15.43","2.60","1.70"
"Nifty Midcap 150","13-12-2019","6205.15","6248.70","6204.35","6243.00","56.50","0.91","348893265","5902.37","27.46","2.80","1.05"
"Nifty 8-13 yr G-Sec","13-12-2019","1991.01","1991.01","1986.30","1989.31","-1.33","-0.07","NaN","NaN","NaN","NaN","NaN"
"Nifty 4-8 yr G-Sec Index","13-12-2019","2123.13","2123.13","2119.43","2121.36","-1.36","-0.06","NaN","NaN","NaN","NaN","NaN"
"Nifty 11-15 yr G-Sec Index","13-12-2019","2106.72","2106.72","2100.91","2104.33","-1.98","-0.09","NaN","NaN","NaN","NaN","NaN"
"Nifty 15 yr and above G-Sec Index","13-12-2019","2273.67","2273.67","2268.15","2271.02","-2.21","-0.10","NaN","NaN","NaN","NaN","NaN"
"Nifty Composite G-sec Index","13-12-2019","2027.69","2027.69","2022.98","2025.71","-1.59","-0.08","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec","13-12-2019","1833.01","1833.01","1825.04","1831.51","-1.17","-0.06","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec (Clean Price)","13-12-2019","928.89","928.89","924.80","928.13","-0.77","-0.08","NaN","NaN","NaN","NaN","NaN"
"Nifty 1D Rate Index","13-12-2019","NaN","NaN","NaN","1856.50","0.24","0.01","NaN","NaN","NaN","NaN","NaN"
"Nifty50 USD","13-12-2019","NaN","NaN","NaN","5913.22","57.03","0.97","NaN","NaN","NaN","NaN","NaN"
"Nifty 50","12-12-2019","11944.30","12005.50","11934.00","11971.80","61.65","0.52","752617138","18401.22","27.90","3.70","1.25"
"Nifty Next 50","12-12-2019","27734.30","27880.00","27675.25","27793.80","199.55","0.72","296147204","5256.40","35.20","3.71","1.20"
"Nifty 100","12-12-2019","12037.95","12099.05","12026.40","12065.85","65.90","0.55","1061800238","23746.77","28.72","3.69","1.24"
"Nifty 200","12-12-2019","6134.55","6166.35","6128.40","6150.05","35.25","0.58","1308307350","28121.24","28.20","3.50","1.24"
"Nifty 500","12-12-2019","9666.50","9714.95","9657.35","9691.15","54.90","0.57","1509130444","30357.48","29.40","3.33","1.22"
"Nifty Midcap 50","12-12-2019","4558.95","4609.30","4554.05","4596.50","54.20","1.19","208434509","3481.71","21.88","1.98","1.50"
"NIFTY Midcap 100","12-12-2019","16698.30","16808.35","16675.35","16771.50","135.70","0.82","246507112","4374.47","24.49","2.44","1.21"
"NIFTY Smallcap 100","12-12-2019","5591.80","5609.70","5577.50","5604.85","26.25","0.47","125031207","1519.92","62.65","1.93","1.24"
"Nifty50 Dividend Points","12-12-2019","NaN","NaN","NaN","117.82","0.00","NaN","NaN","NaN","NaN","NaN","NaN"
"Nifty Auto","12-12-2019","7878.40","7967.25","7866.05","7941.70","103.30","1.32","97282299","2924.98","23.31","3.52","1.39"
"Nifty Bank","12-12-2019","31356.80","31711.45","31352.10","31665.45","408.70","1.31","529686754","6543.15","39.74","3.40","0.31"
"Nifty Energy","12-12-2019","15914.05","16000.40","15843.15","15949.95","115.85","0.73","85629852","2197.02","13.22","1.75","2.92"
"Nifty Financial Services","12-12-2019","14204.45","14302.85","14184.55","14292.90","126.05","0.89","137486923","6853.11","35.09","4.45","0.49"
"Nifty FMCG","12-12-2019","30155.60","30351.80","30135.15","30227.95","125.50","0.42","23614875","1300.23","37.51","10.45","1.34"
"Nifty IT","12-12-2019","15151.10","15184.15","14890.60","14972.65","-157.65","-1.04","27121407","2750.23","20.17","4.98","2.05"
"Nifty Media","12-12-2019","1755.35","1764.75","1737.45","1758.10","5.45","0.31","58518915","587.58","51.69","2.17","1.17"
"Nifty Metal","12-12-2019","2525.40","2580.55","2518.50","2568.80","59.25","2.36","103754947","1744.39","9.11","1.08","4.73"
"Nifty MNC","12-12-2019","13522.05","13610.90","13479.20","13592.85","111.85","0.83","160566079","1914.22","51.72","3.97","1.87"
"Nifty Pharma","12-12-2019","7991.15","8073.60","7973.85","8045.35","77.50","0.97","19790043","1071.07","25.16","3.14","0.65"
"Nifty PSU Bank","12-12-2019","2431.35","2480.85","2427.80","2471.20","53.85","2.23","97606063","1701.03","NaN","0.73","0.04"
"Nifty Realty","12-12-2019","282.50","283.70","280.00","282.90","2.40","0.86","13909274","329.83","28.69","2.67","0.48"
"Nifty India Consumption","12-12-2019","4891.95","4908.45","4886.05","4897.90","19.45","0.40","60718543","3984.96","54.59","5.71","1.15"
"Nifty Commodities","12-12-2019","3323.45","3355.20","3317.60","3343.95","35.80","1.08","152845507","3861.98","13.35","1.56","3.07"
"Nifty Dividend Opportunities 50","12-12-2019","2491.50","2505.10","2484.00","2490.20","7.50","0.30","247578668","7518.33","14.88","2.30","3.80"
"Nifty Infrastructure","12-12-2019","3236.50","3248.15","3229.30","3240.25","18.05","0.56","143503020","4729.86","24.27","2.39","1.85"
"Nifty PSE","12-12-2019","3119.50","3152.00","3105.00","3138.80","33.90","1.09","156783404","2077.22","9.44","1.32","4.70"
"Nifty Services Sector","12-12-2019","16979.15","17061.00","16950.30","17002.30","62.80","0.37","649615596","13554.97","31.62","4.03","1.07"
"Nifty50 Shariah","12-12-2019","NaN","NaN","NaN","2425.33","-11.07","-0.45","70315529","4580.19","23.72","4.38","2.11"
